trial,date,tank,urchinGroup,pycnoTreat,algalTreat,minutes,interacting
045,2021-08-30,TF2,fed,pycno,nereo,15,0
045,2021-08-30,TF2,fed,pycno,nereo,20,0
045,2021-08-30,TF2,fed,pycno,nereo,25,0
045,2021-08-30,TF2,fed,pycno,nereo,30,0
045,2021-08-30,TF2,fed,pycno,nereo,35,0
045,2021-08-30,TF2,fed,pycno,nereo,40,0
045,2021-08-30,TF2,fed,pycno,nereo,45,0
045,2021-08-30,TF2,fed,pycno,nereo,50,0
045,2021-08-30,TF2,fed,pycno,nereo,55,0.4
045,2021-08-30,TF2,fed,pycno,nereo,60,0.4
046,2021-08-30,TF1,starved,pycno,control,5,0
046,2021-08-30,TF1,starved,pycno,control,10,0
046,2021-08-30,TF1,starved,pycno,control,15,0
046,2021-08-30,TF1,starved,pycno,control,20,0
046,2021-08-30,TF1,starved,pycno,control,25,0
046,2021-08-30,TF1,starved,pycno,control,30,0
046,2021-08-30,TF1,starved,pycno,control,35,0
046,2021-08-30,TF1,starved,pycno,control,40,0
046,2021-08-30,TF1,starved,pycno,control,45,0
046,2021-08-30,TF1,starved,pycno,control,50,0
046,2021-08-30,TF1,starved,pycno,control,55,0
046,2021-08-30,TF1,starved,pycno,control,60,0
047,2021-08-30,TF2,starved,pycno,control,5,1
047,2021-08-30,TF2,starved,pycno,control,10,1
047,2021-08-30,TF2,starved,pycno,control,15,1
047,2021-08-30,TF2,starved,pycno,control,20,0.4
047,2021-08-30,TF2,starved,pycno,control,25,0
047,2021-08-30,TF2,starved,pycno,control,30,0
047,2021-08-30,TF2,starved,pycno,control,35,0
047,2021-08-30,TF2,starved,pycno,control,40,0
047,2021-08-30,TF2,starved,pycno,control,45,0
047,2021-08-30,TF2,starved,pycno,control,50,0
047,2021-08-30,TF2,starved,pycno,control,55,0
047,2021-08-30,TF2,starved,pycno,control,60,0
048,2021-08-30,TF1,fed,control,nereo,5,0.4
048,2021-08-30,TF1,fed,control,nereo,10,0
048,2021-08-30,TF1,fed,control,nereo,15,0
048,2021-08-30,TF1,fed,control,nereo,20,0
048,2021-08-30,TF1,fed,control,nereo,25,0
048,2021-08-30,TF1,fed,control,nereo,30,0.6
048,2021-08-30,TF1,fed,control,nereo,35,0
048,2021-08-30,TF1,fed,control,nereo,40,0
048,2021-08-30,TF1,fed,control,nereo,45,0
048,2021-08-30,TF1,fed,control,nereo,50,0
048,2021-08-30,TF1,fed,control,nereo,55,0
048,2021-08-30,TF1,fed,control,nereo,60,0
049,2021-09-04,TF2,starved,control,nereo,5,1
049,2021-09-04,TF2,starved,control,nereo,10,0.4
049,2021-09-04,TF2,starved,control,nereo,15,0
049,2021-09-04,TF2,starved,control,nereo,20,0
049,2021-09-04,TF2,starved,control,nereo,25,0
049,2021-09-04,TF2,starved,control,nereo,30,0
049,2021-09-04,TF2,starved,control,nereo,35,0
049,2021-09-04,TF2,starved,control,nereo,40,0
049,2021-09-04,TF2,starved,control,nereo,45,0
049,2021-09-04,TF2,starved,control,nereo,50,0
049,2021-09-04,TF2,starved,control,nereo,55,0
049,2021-09-04,TF2,starved,control,nereo,60,0
