Serial Number:21116236 --

"Date Time, GMT -0700","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2021-08-22 08:10:39,12.48,655, , , , , 
2021-08-22 08:10:44,12.48,660, , , , , 
2021-08-22 08:10:49,12.48,423, , , , , 
2021-08-22 08:10:54,12.52,397, , , , , 
2021-08-22 08:10:59,12.52,396, , , , , 
2021-08-22 08:11:04,12.48,300, , , , , 
2021-08-22 08:11:09,12.52,309, , , , , 
2021-08-22 08:11:14,12.44,337, , , , , 
2021-08-22 08:11:19,12.44,324, , , , , 
2021-08-22 08:11:24,12.44,322, , , , , 
2021-08-22 08:11:29,12.40,323, , , , , 
2021-08-22 08:11:34,12.44,349, , , , , 
2021-08-22 08:11:39,12.35,341, , , , , 
2021-08-22 08:11:44,12.40,348, , , , , 
2021-08-22 08:11:49,12.35,328, , , , , 
2021-08-22 08:11:54,12.31,355, , , , , 
2021-08-22 08:11:59,12.35,423, , , , , 
2021-08-22 08:12:04,12.31,436, , , , , 
2021-08-22 08:12:09,12.35,393, , , , , 
2021-08-22 08:12:14,12.31,411, , , , , 
2021-08-22 08:12:19,12.31,422, , , , , 
2021-08-22 08:12:24,12.31,427, , , , , 
2021-08-22 08:12:29,12.31,418, , , , , 
2021-08-22 08:12:34,12.31,418, , , , , 
2021-08-22 08:12:39,12.31,403, , , , , 
2021-08-22 08:12:44,12.31,401, , , , , 
2021-08-22 08:12:49,12.27,397, , , , , 
2021-08-22 08:12:54,12.31,401, , , , , 
2021-08-22 08:12:59,12.27,308, , , , , 
2021-08-22 08:13:04,12.27,306, , , , , 
2021-08-22 08:13:09,12.27,306, , , , , 
2021-08-22 08:13:14,12.27,306, , , , , 
2021-08-22 08:13:19,12.27,308, , , , , 
2021-08-22 08:13:24,12.27,296, , , , , 
2021-08-22 08:13:29,12.22,406, , , , , 
2021-08-22 08:13:34,12.27,447, , , , , 
2021-08-22 08:13:39,12.18,431, , , , , 
2021-08-22 08:13:44,12.27,432, , , , , 
2021-08-22 08:13:49,12.22,447, , , , , 
2021-08-22 08:13:54,12.22,454, , , , , 
2021-08-22 08:13:59,12.22,427, , , , , 
2021-08-22 08:14:04,12.22,422, , , , , 
2021-08-22 08:14:09,12.22,418, , , , , 
2021-08-22 08:14:14,12.22,412, , , , , 
2021-08-22 08:14:19,12.27,410, , , , , 
2021-08-22 08:14:24,12.18,408, , , , , 
2021-08-22 08:14:29,12.27,406, , , , , 
2021-08-22 08:14:34,12.18,406, , , , , 
2021-08-22 08:14:39,12.22,407, , , , , 
2021-08-22 08:14:44,12.18,403, , , , , 
2021-08-22 08:14:49,12.18,405, , , , , 
2021-08-22 08:14:54,12.18,406, , , , , 
2021-08-22 08:14:59,12.18,404, , , , , 
2021-08-22 08:15:04,12.22,403, , , , , 
2021-08-22 08:15:09,12.18,410, , , , , 
2021-08-22 08:15:14,12.18,404, , , , , 
2021-08-22 08:15:19,12.18,400, , , , , 
2021-08-22 08:15:24,12.18,392, , , , , 
2021-08-22 08:15:29,12.18,362, , , , , 
2021-08-22 08:15:34,12.18,385, , , , , 
2021-08-22 08:15:39,12.22,346, , , , , 
2021-08-22 08:15:44,12.18,396, , , , , 
2021-08-22 08:15:49,12.18,394, , , , , 
2021-08-22 08:15:54,12.18,411, , , , , 
2021-08-22 08:15:59,12.18,387, , , , , 
2021-08-22 08:16:04,12.18,384, , , , , 
2021-08-22 08:16:09,12.18,391, , , , , 
2021-08-22 08:16:14,12.18,401, , , , , 
2021-08-22 08:16:19,12.18,395, , , , , 
2021-08-22 08:16:24,12.18,396, , , , , 
2021-08-22 08:16:29,12.14,395, , , , , 
2021-08-22 08:16:34,12.22,397, , , , , 
2021-08-22 08:16:39,12.18,397, , , , , 
2021-08-22 08:16:44,12.18,399, , , , , 
2021-08-22 08:16:49,12.18,398, , , , , 
2021-08-22 08:16:54,12.22,400, , , , , 
2021-08-22 08:16:59,12.18,406, , , , , 
2021-08-22 08:17:04,12.14,406, , , , , 
2021-08-22 08:17:09,12.22,405, , , , , 
2021-08-22 08:17:14,12.18,409, , , , , 
2021-08-22 08:17:19,12.18,406, , , , , 
2021-08-22 08:17:24,12.18,407, , , , , 
2021-08-22 08:17:29,12.18,396, , , , , 
2021-08-22 08:17:34,12.14,392, , , , , 
2021-08-22 08:17:39,12.18,389, , , , , 
2021-08-22 08:17:44,12.18,300, , , , , 
2021-08-22 08:17:49,12.18,339, , , , , 
2021-08-22 08:17:54,12.14,407, , , , , 
2021-08-22 08:17:59,12.18,413, , , , , 
2021-08-22 08:18:04,12.18,372, , , , , 
2021-08-22 08:18:09,12.14,383, , , , , 
2021-08-22 08:18:14,12.18,383, , , , , 
2021-08-22 08:18:19,12.18,386, , , , , 
2021-08-22 08:18:24,12.14,386, , , , , 
2021-08-22 08:18:29,12.14,384, , , , , 
2021-08-22 08:18:34,12.14,387, , , , , 
2021-08-22 08:18:39,12.18,408, , , , , 
2021-08-22 08:18:44,12.14,385, , , , , 
2021-08-22 08:18:49,12.14,377, , , , , 
2021-08-22 08:18:54,12.22,383, , , , , 
2021-08-22 08:18:59,12.14,396, , , , , 
2021-08-22 08:19:04,12.10,399, , , , , 
2021-08-22 08:19:09,12.18,402, , , , , 
2021-08-22 08:19:14,12.18,393, , , , , 
2021-08-22 08:19:19,12.18,394, , , , , 
2021-08-22 08:19:24,12.14,400, , , , , 
2021-08-22 08:19:29,12.14,399, , , , , 
2021-08-22 08:19:34,12.18,407, , , , , 
2021-08-22 08:19:39,12.18,422, , , , , 
2021-08-22 08:19:44,12.18,429, , , , , 
2021-08-22 08:19:49,12.18,432, , , , , 
2021-08-22 08:19:54,12.18,432, , , , , 
2021-08-22 08:19:59,12.14,432, , , , , 
2021-08-22 08:20:04,12.22,432, , , , , 
2021-08-22 08:20:09,12.18,433, , , , , 
2021-08-22 08:20:14,12.18,437, , , , , 
2021-08-22 08:20:19,12.18,435, , , , , 
2021-08-22 08:20:24,12.18,435, , , , , 
2021-08-22 08:20:29,12.18,437, , , , , 
2021-08-22 08:20:34,12.22,440, , , , , 
2021-08-22 08:20:39,12.18,441, , , , , 
2021-08-22 08:20:44,12.18,442, , , , , 
2021-08-22 08:20:49,12.22,443, , , , , 
2021-08-22 08:20:54,12.18,446, , , , , 
2021-08-22 08:20:59,12.18,445, , , , , 
2021-08-22 08:21:04,12.22,423, , , , , 
2021-08-22 08:21:09,12.22,427, , , , , 
2021-08-22 08:21:14,12.18,422, , , , , 
2021-08-22 08:21:19,12.18,432, , , , , 
2021-08-22 08:21:24,12.18,433, , , , , 
2021-08-22 08:21:29,12.18,444, , , , , 
2021-08-22 08:21:34,12.18,444, , , , , 
2021-08-22 08:21:39,12.18,439, , , , , 
2021-08-22 08:21:44,12.18,448, , , , , 
2021-08-22 08:21:49,12.18,356, , , , , 
2021-08-22 08:21:54,12.18,373, , , , , 
2021-08-22 08:21:59,12.14,373, , , , , 
2021-08-22 08:22:04,12.22,449, , , , , 
2021-08-22 08:22:09,12.18,445, , , , , 
2021-08-22 08:22:14,12.18,449, , , , , 
2021-08-22 08:22:19,12.18,451, , , , , 
2021-08-22 08:22:24,12.18,452, , , , , 
2021-08-22 08:22:29,12.18,407, , , , , 
2021-08-22 08:22:34,12.18,444, , , , , 
2021-08-22 08:22:39,12.18,453, , , , , 
2021-08-22 08:22:44,12.18,437, , , , , 
2021-08-22 08:22:49,12.22,429, , , , , 
2021-08-22 08:22:54,12.18,428, , , , , 
2021-08-22 08:22:59,12.18,428, , , , , 
2021-08-22 08:23:04,12.18,444, , , , , 
2021-08-22 08:23:09,12.18,450, , , , , 
2021-08-22 08:23:14,12.22,447, , , , , 
2021-08-22 08:23:19,12.18,447, , , , , 
2021-08-22 08:23:24,12.18,447, , , , , 
2021-08-22 08:23:29,12.18,448, , , , , 
2021-08-22 08:23:34,12.14,428, , , , , 
2021-08-22 08:23:39,12.18,291, , , , , 
2021-08-22 08:23:44,12.14,334, , , , , 
2021-08-22 08:23:49,12.18,378, , , , , 
2021-08-22 08:23:54,12.18,396, , , , , 
2021-08-22 08:23:59,12.18,396, , , , , 
2021-08-22 08:24:04,12.14,399, , , , , 
2021-08-22 08:24:09,12.18,424, , , , , 
2021-08-22 08:24:14,12.18,472, , , , , 
2021-08-22 08:24:19,12.22,472, , , , , 
2021-08-22 08:24:24,12.18,471, , , , , 
2021-08-22 08:24:29,12.22,472, , , , , 
2021-08-22 08:24:34,12.18,479, , , , , 
2021-08-22 08:24:39,12.18,478, , , , , 
2021-08-22 08:24:44,12.18,478, , , , , 
2021-08-22 08:24:49,12.18,484, , , , , 
2021-08-22 08:24:54,12.18,485, , , , , 
2021-08-22 08:24:59,12.18,491, , , , , 
2021-08-22 08:25:04,12.22,496, , , , , 
2021-08-22 08:25:09,12.22,498, , , , , 
2021-08-22 08:25:14,12.22,501, , , , , 
2021-08-22 08:25:19,12.22,505, , , , , 
2021-08-22 08:25:24,12.22,509, , , , , 
2021-08-22 08:25:29,12.18,512, , , , , 
2021-08-22 08:25:34,12.22,517, , , , , 
2021-08-22 08:25:39,12.18,517, , , , , 
2021-08-22 08:25:44,12.18,519, , , , , 
2021-08-22 08:25:49,12.22,523, , , , , 
2021-08-22 08:25:54,12.18,530, , , , , 
2021-08-22 08:25:59,12.18,528, , , , , 
2021-08-22 08:26:04,12.18,531, , , , , 
2021-08-22 08:26:09,12.22,531, , , , , 
2021-08-22 08:26:14,12.18,533, , , , , 
2021-08-22 08:26:19,12.18,536, , , , , 
2021-08-22 08:26:24,12.18,539, , , , , 
2021-08-22 08:26:29,12.18,539, , , , , 
2021-08-22 08:26:34,12.18,536, , , , , 
2021-08-22 08:26:39,12.22,539, , , , , 
2021-08-22 08:26:44,12.18,539, , , , , 
2021-08-22 08:26:49,12.18,539, , , , , 
2021-08-22 08:26:54,12.27,543, , , , , 
2021-08-22 08:26:59,12.22,543, , , , , 
