Serial Number:21116236 --

"Date Time, GMT -0700","Temp, (*C)","Intensity, ( lux)","Host Connect","Button Down","Button Up","Stopped","EOF"
2021-08-16 14:14:02,12.57,"1,125", , , , , 
2021-08-16 14:14:07,12.57,"1,126", , , , , 
2021-08-16 14:14:12,12.61,"1,129", , , , , 
2021-08-16 14:14:17,12.57,"1,133", , , , , 
2021-08-16 14:14:22,12.61,"1,135", , , , , 
2021-08-16 14:14:27,12.57,"1,136", , , , , 
2021-08-16 14:14:32,12.57,"1,139", , , , , 
2021-08-16 14:14:37,12.57,"1,144", , , , , 
2021-08-16 14:14:42,12.61,"1,148", , , , , 
2021-08-16 14:14:47,12.61,"1,152", , , , , 
2021-08-16 14:14:52,12.57,"1,155", , , , , 
2021-08-16 14:14:57,12.57,"1,159", , , , , 
2021-08-16 14:15:02,12.57,"1,164", , , , , 
2021-08-16 14:15:07,12.65,"1,170", , , , , 
2021-08-16 14:15:12,12.57,"1,173", , , , , 
2021-08-16 14:15:17,12.57,"1,178", , , , , 
2021-08-16 14:15:22,12.61,"1,181", , , , , 
2021-08-16 14:15:27,12.57,"1,184", , , , , 
2021-08-16 14:15:32,12.61,"1,189", , , , , 
2021-08-16 14:15:37,12.57,"1,193", , , , , 
2021-08-16 14:15:42,12.57,"1,197", , , , , 
2021-08-16 14:15:47,12.57,"1,202", , , , , 
2021-08-16 14:15:52,12.57,"1,210", , , , , 
2021-08-16 14:15:57,12.52,"1,210", , , , , 
2021-08-16 14:16:02,12.57,"1,217", , , , , 
2021-08-16 14:16:07,12.57,"1,224", , , , , 
2021-08-16 14:16:12,12.57,"1,228", , , , , 
2021-08-16 14:16:17,12.57,"1,233", , , , , 
2021-08-16 14:16:22,12.57,"1,238", , , , , 
2021-08-16 14:16:27,12.57,"1,244", , , , , 
2021-08-16 14:16:32,12.57,"1,246", , , , , 
2021-08-16 14:16:37,12.65,"1,250", , , , , 
2021-08-16 14:16:42,12.57,"1,256", , , , , 
2021-08-16 14:16:47,12.61,"1,268", , , , , 
2021-08-16 14:16:52,12.57,"1,269", , , , , 
2021-08-16 14:16:57,12.61,"1,270", , , , , 
2021-08-16 14:17:02,12.57,"1,274", , , , , 
2021-08-16 14:17:07,12.61,"1,273", , , , , 
2021-08-16 14:17:12,12.61,"1,277", , , , , 
2021-08-16 14:17:17,12.57,"1,278", , , , , 
2021-08-16 14:17:22,12.61,"1,278", , , , , 
2021-08-16 14:17:27,12.57,"1,284", , , , , 
2021-08-16 14:17:32,12.61,"1,285", , , , , 
2021-08-16 14:17:37,12.61,"1,288", , , , , 
2021-08-16 14:17:42,12.57,"1,292", , , , , 
2021-08-16 14:17:47,12.61,"1,294", , , , , 
2021-08-16 14:17:52,12.61,"1,295", , , , , 
2021-08-16 14:17:57,12.61,"1,296", , , , , 
2021-08-16 14:18:02,12.57,"1,296", , , , , 
2021-08-16 14:18:07,12.61,"1,298", , , , , 
2021-08-16 14:18:12,12.52,"1,296", , , , , 
2021-08-16 14:18:17,12.52,"1,297", , , , , 
2021-08-16 14:18:22,12.61,"1,297", , , , , 
2021-08-16 14:18:27,12.61,"1,296", , , , , 
2021-08-16 14:18:32,12.61,"1,296", , , , , 
2021-08-16 14:18:37,12.61,"1,292", , , , , 
2021-08-16 14:18:42,12.61,"1,292", , , , , 
2021-08-16 14:18:47,12.57,"1,289", , , , , 
2021-08-16 14:18:52,12.57,"1,286", , , , , 
2021-08-16 14:18:57,12.61,"1,285", , , , , 
2021-08-16 14:19:02,12.61,"1,282", , , , , 
2021-08-16 14:19:07,12.57,"1,281", , , , , 
2021-08-16 14:19:12,12.61,"1,277", , , , , 
2021-08-16 14:19:17,12.61,"1,273", , , , , 
2021-08-16 14:19:22,12.61,"1,271", , , , , 
2021-08-16 14:19:27,12.61,"1,269", , , , , 
2021-08-16 14:19:32,12.61,"1,268", , , , , 
2021-08-16 14:19:37,12.61,"1,265", , , , , 
2021-08-16 14:19:42,12.61,"1,260", , , , , 
2021-08-16 14:19:47,12.61,"1,256", , , , , 
2021-08-16 14:19:52,12.61,"1,253", , , , , 
2021-08-16 14:19:57,12.61,"1,250", , , , , 
2021-08-16 14:20:02,12.61,"1,247", , , , , 
2021-08-16 14:20:07,12.57,"1,244", , , , , 
2021-08-16 14:20:12,12.61,"1,240", , , , , 
2021-08-16 14:20:17,12.61,"1,234", , , , , 
2021-08-16 14:20:22,12.61,"1,232", , , , , 
2021-08-16 14:20:27,12.61,"1,228", , , , , 
2021-08-16 14:20:32,12.61,"1,224", , , , , 
2021-08-16 14:20:37,12.61,"1,220", , , , , 
2021-08-16 14:20:42,12.61,"1,216", , , , , 
2021-08-16 14:20:47,12.57,"1,212", , , , , 
2021-08-16 14:20:52,12.57,"1,206", , , , , 
2021-08-16 14:20:57,12.61,"1,201", , , , , 
2021-08-16 14:21:02,12.61,"1,198", , , , , 
2021-08-16 14:21:07,12.61,"1,195", , , , , 
2021-08-16 14:21:12,12.57,"1,190", , , , , 
2021-08-16 14:21:17,12.57,"1,185", , , , , 
2021-08-16 14:21:22,12.61,"1,181", , , , , 
2021-08-16 14:21:27,12.65,"1,178", , , , , 
2021-08-16 14:21:32,12.61,"1,173", , , , , 
2021-08-16 14:21:37,12.61,"1,169", , , , , 
2021-08-16 14:21:42,12.61,"1,167", , , , , 
2021-08-16 14:21:47,12.61,"1,162", , , , , 
2021-08-16 14:21:52,12.61,"1,158", , , , , 
2021-08-16 14:21:57,12.57,"1,152", , , , , 
2021-08-16 14:22:02,12.61,"1,147", , , , , 
2021-08-16 14:22:07,12.65,"1,141", , , , , 
2021-08-16 14:22:12,12.61,"1,137", , , , , 
2021-08-16 14:22:17,12.61,"1,131", , , , , 
2021-08-16 14:22:22,12.61,"1,127", , , , , 
2021-08-16 14:22:27,12.61,"1,122", , , , , 
2021-08-16 14:22:32,12.61,"1,116", , , , , 
2021-08-16 14:22:37,12.61,"1,111", , , , , 
2021-08-16 14:22:42,12.65,"1,105", , , , , 
2021-08-16 14:22:47,12.57,"1,100", , , , , 
2021-08-16 14:22:52,12.61,"1,094", , , , , 
2021-08-16 14:22:57,12.61,"1,089", , , , , 
2021-08-16 14:23:02,12.57,"1,083", , , , , 
2021-08-16 14:23:07,12.61,"1,078", , , , , 
2021-08-16 14:23:12,12.61,"1,072", , , , , 
2021-08-16 14:23:17,12.61,"1,068", , , , , 
2021-08-16 14:23:22,12.57,"1,061", , , , , 
2021-08-16 14:23:27,12.61,"1,052", , , , , 
2021-08-16 14:23:32,12.65,"1,049", , , , , 
2021-08-16 14:23:37,12.57,"1,043", , , , , 
2021-08-16 14:23:42,12.61,"1,037", , , , , 
2021-08-16 14:23:47,12.61,"1,032", , , , , 
2021-08-16 14:23:52,12.61,"1,025", , , , , 
2021-08-16 14:23:57,12.61,"1,020", , , , , 
2021-08-16 14:24:02,12.57,"1,015", , , , , 
2021-08-16 14:24:07,12.65,"1,008", , , , , 
2021-08-16 14:24:12,12.61,"1,004", , , , , 
2021-08-16 14:24:17,12.57,998, , , , , 
2021-08-16 14:24:22,12.57,994, , , , , 
2021-08-16 14:24:27,12.61,988, , , , , 
2021-08-16 14:24:32,12.61,983, , , , , 
2021-08-16 14:24:37,12.57,979, , , , , 
2021-08-16 14:24:42,12.61,973, , , , , 
2021-08-16 14:24:47,12.61,966, , , , , 
2021-08-16 14:24:52,12.61,959, , , , , 
2021-08-16 14:24:57,12.61,957, , , , , 
2021-08-16 14:25:02,12.61,953, , , , , 
2021-08-16 14:25:07,12.61,948, , , , , 
2021-08-16 14:25:12,12.61,945, , , , , 
2021-08-16 14:25:17,12.65,938, , , , , 
2021-08-16 14:25:22,12.61,934, , , , , 
2021-08-16 14:25:27,12.57,932, , , , , 
2021-08-16 14:25:32,12.61,931, , , , , 
2021-08-16 14:25:37,12.61,922, , , , , 
2021-08-16 14:25:42,12.61,919, , , , , 
2021-08-16 14:25:47,12.61,916, , , , , 
2021-08-16 14:25:52,12.65,912, , , , , 
2021-08-16 14:25:57,12.61,908, , , , , 
2021-08-16 14:26:02,12.65,902, , , , , 
2021-08-16 14:26:07,12.61,898, , , , , 
2021-08-16 14:26:12,12.61,895, , , , , 
2021-08-16 14:26:17,12.61,890, , , , , 
2021-08-16 14:26:22,12.65,888, , , , , 
2021-08-16 14:26:27,12.61,885, , , , , 
2021-08-16 14:26:32,12.65,883, , , , , 
2021-08-16 14:26:37,12.61,878, , , , , 
2021-08-16 14:26:42,12.61,874, , , , , 
2021-08-16 14:26:47,12.61,872, , , , , 
2021-08-16 14:26:52,12.61,868, , , , , 
2021-08-16 14:26:57,12.61,863, , , , , 
2021-08-16 14:27:02,12.61,861, , , , , 
2021-08-16 14:27:07,12.61,854, , , , , 
2021-08-16 14:27:12,12.61,857, , , , , 
2021-08-16 14:27:17,12.61,853, , , , , 
2021-08-16 14:27:22,12.65,849, , , , , 
2021-08-16 14:27:27,12.61,847, , , , , 
2021-08-16 14:27:32,12.57,843, , , , , 
2021-08-16 14:27:37,12.57,841, , , , , 
2021-08-16 14:27:42,12.57,839, , , , , 
2021-08-16 14:27:47,12.61,836, , , , , 
2021-08-16 14:27:52,12.57,831, , , , , 
2021-08-16 14:27:57,12.61,830, , , , , 
2021-08-16 14:28:02,12.70,815, , , , , 
2021-08-16 14:28:07,12.61,819, , , , , 
2021-08-16 14:28:12,12.61,815, , , , , 
2021-08-16 14:28:17,12.61,810, , , , , 
2021-08-16 14:28:22,12.61,807, , , , , 
2021-08-16 14:28:27,12.61,805, , , , , 
2021-08-16 14:28:32,12.65,803, , , , , 
2021-08-16 14:28:37,12.61,798, , , , , 
2021-08-16 14:28:42,12.57,795, , , , , 
2021-08-16 14:28:47,12.61,792, , , , , 
2021-08-16 14:28:52,12.61,789, , , , , 
2021-08-16 14:28:57,12.61,784, , , , , 
2021-08-16 14:29:02,12.65,780, , , , , 
2021-08-16 14:29:07,12.61,778, , , , , 
2021-08-16 14:29:12,12.61,776, , , , , 
2021-08-16 14:29:17,12.61,769, , , , , 
2021-08-16 14:29:22,12.61,764, , , , , 
2021-08-16 14:29:27,12.61,761, , , , , 
2021-08-16 14:29:32,12.61,758, , , , , 
2021-08-16 14:29:37,12.61,753, , , , , 
2021-08-16 14:29:42,12.57,751, , , , , 
2021-08-16 14:29:47,12.65,746, , , , , 
2021-08-16 14:29:52,12.57,743, , , , , 
2021-08-16 14:29:57,12.57,738, , , , , 
2021-08-16 14:30:02,12.61,732, , , , , 
2021-08-16 14:30:07,12.57,725, , , , , 
2021-08-16 14:30:12,12.57,718, , , , , 
2021-08-16 14:30:17,12.57,716, , , , , 
2021-08-16 14:30:22,12.61,711, , , , , 
2021-08-16 14:30:27,12.61,704, , , , , 
2021-08-16 14:30:32,12.61,703, , , , , 
2021-08-16 14:30:37,12.61,696, , , , , 
2021-08-16 14:30:42,12.57,692, , , , , 
2021-08-16 14:30:47,12.61,688, , , , , 
2021-08-16 14:30:52,12.61,683, , , , , 
2021-08-16 14:30:57,12.57,678, , , , , 
2021-08-16 14:31:02,12.57,673, , , , , 
2021-08-16 14:31:07,12.57,669, , , , , 
2021-08-16 14:31:12,12.61,660, , , , , 
2021-08-16 14:31:17,12.57,659, , , , , 
2021-08-16 14:31:22,12.57,654, , , , , 
2021-08-16 14:31:27,12.61,649, , , , , 
2021-08-16 14:31:32,12.61,643, , , , , 
2021-08-16 14:31:37,12.61,640, , , , , 
2021-08-16 14:31:42,12.57,635, , , , , 
2021-08-16 14:31:47,12.61,632, , , , , 
2021-08-16 14:31:52,12.61,625, , , , , 
2021-08-16 14:31:57,12.61,625, , , , , 
2021-08-16 14:32:02,12.57,620, , , , , 
2021-08-16 14:32:07,12.57,616, , , , , 
2021-08-16 14:32:12,12.57,611, , , , , 
2021-08-16 14:32:17,12.57,604, , , , , 
2021-08-16 14:32:22,12.61,602, , , , , 
2021-08-16 14:32:27,12.57,597, , , , , 
2021-08-16 14:32:32,12.57,592, , , , , 
2021-08-16 14:32:37,12.57,587, , , , , 
2021-08-16 14:32:42,12.61,586, , , , , 
2021-08-16 14:32:47,12.61,582, , , , , 
2021-08-16 14:32:52,12.57,577, , , , , 
2021-08-16 14:32:57,12.61,572, , , , , 
2021-08-16 14:33:02,12.61,568, , , , , 
2021-08-16 14:33:07,12.61,565, , , , , 
2021-08-16 14:33:12,12.57,560, , , , , 
2021-08-16 14:33:17,12.57,557, , , , , 
2021-08-16 14:33:22,12.61,554, , , , , 
2021-08-16 14:33:27,12.61,552, , , , , 
2021-08-16 14:33:32,12.61,547, , , , , 
2021-08-16 14:33:37,12.57,544, , , , , 
2021-08-16 14:33:42,12.57,541, , , , , 
2021-08-16 14:33:47,12.61,539, , , , , 
2021-08-16 14:33:52,12.57,536, , , , , 
2021-08-16 14:33:57,12.65,533, , , , , 
2021-08-16 14:34:02,12.61,531, , , , , 
2021-08-16 14:34:07,12.57,528, , , , , 
2021-08-16 14:34:12,12.61,528, , , , , 
2021-08-16 14:34:17,12.61,524, , , , , 
2021-08-16 14:34:22,12.57,524, , , , , 
2021-08-16 14:34:27,12.61,523, , , , , 
2021-08-16 14:34:32,12.61,522, , , , , 
2021-08-16 14:34:37,12.61,521, , , , , 
2021-08-16 14:34:42,12.57,519, , , , , 
2021-08-16 14:34:47,12.57,522, , , , , 
2021-08-16 14:34:52,12.57,520, , , , , 
2021-08-16 14:34:57,12.57,518, , , , , 
2021-08-16 14:35:02,12.61,521, , , , , 
2021-08-16 14:35:07,12.57,519, , , , , 
2021-08-16 14:35:12,12.57,519, , , , , 
2021-08-16 14:35:17,12.61,518, , , , , 
2021-08-16 14:35:22,12.61,523, , , , , 
2021-08-16 14:35:27,12.61,523, , , , , 
2021-08-16 14:35:32,12.57,523, , , , , 
2021-08-16 14:35:37,12.61,523, , , , , 
2021-08-16 14:35:42,12.52,523, , , , , 
2021-08-16 14:35:47,12.52,523, , , , , 
2021-08-16 14:35:52,12.57,523, , , , , 
2021-08-16 14:35:57,12.61,524, , , , , 
2021-08-16 14:36:02,12.57,524, , , , , 
2021-08-16 14:36:07,12.57,527, , , , , 
2021-08-16 14:36:12,12.61,524, , , , , 
2021-08-16 14:36:17,12.57,523, , , , , 
2021-08-16 14:36:22,12.57,525, , , , , 
2021-08-16 14:36:27,12.61,526, , , , , 
2021-08-16 14:36:32,12.61,528, , , , , 
2021-08-16 14:36:37,12.61,526, , , , , 
2021-08-16 14:36:42,12.61,529, , , , , 
2021-08-16 14:36:47,12.61,529, , , , , 
2021-08-16 14:36:52,12.61,528, , , , , 
2021-08-16 14:36:57,12.57,529, , , , , 
2021-08-16 14:37:02,12.57,530, , , , , 
2021-08-16 14:37:07,12.61,532, , , , , 
2021-08-16 14:37:12,12.57,532, , , , , 
2021-08-16 14:37:17,12.57,533, , , , , 
2021-08-16 14:37:22,12.57,533, , , , , 
2021-08-16 14:37:27,12.61,533, , , , , 
2021-08-16 14:37:32,12.57,535, , , , , 
2021-08-16 14:37:37,12.61,538, , , , , 
2021-08-16 14:37:42,12.61,539, , , , , 
2021-08-16 14:37:47,12.61,540, , , , , 
2021-08-16 14:37:52,12.61,542, , , , , 
2021-08-16 14:37:57,12.57,548, , , , , 
2021-08-16 14:38:02,12.57,550, , , , , 
2021-08-16 14:38:07,12.57,552, , , , , 
2021-08-16 14:38:12,12.57,554, , , , , 
2021-08-16 14:38:17,12.65,559, , , , , 
2021-08-16 14:38:22,12.57,563, , , , , 
2021-08-16 14:38:27,12.57,567, , , , , 
2021-08-16 14:38:32,12.61,569, , , , , 
2021-08-16 14:38:37,12.57,564, , , , , 
2021-08-16 14:38:42,12.57,568, , , , , 
2021-08-16 14:38:47,12.57,572, , , , , 
2021-08-16 14:38:52,12.61,579, , , , , 
2021-08-16 14:38:57,12.57,581, , , , , 
2021-08-16 14:39:02,12.57,581, , , , , 
2021-08-16 14:39:07,12.61,584, , , , , 
2021-08-16 14:39:12,12.57,588, , , , , 
2021-08-16 14:39:17,12.61,592, , , , , 
2021-08-16 14:39:22,12.57,584, , , , , 
2021-08-16 14:39:27,12.61,581, , , , , 
2021-08-16 14:39:32,12.61,596, , , , , 
2021-08-16 14:39:37,12.61,605, , , , , 
2021-08-16 14:39:42,12.57,600, , , , , 
2021-08-16 14:39:47,12.65,602, , , , , 
2021-08-16 14:39:52,12.61,610, , , , , 
2021-08-16 14:39:57,12.57,615, , , , , 
2021-08-16 14:40:02,12.61,615, , , , , 
2021-08-16 14:40:07,12.65,616, , , , , 
2021-08-16 14:40:12,12.61,614, , , , , 
2021-08-16 14:40:17,12.57,623, , , , , 
2021-08-16 14:40:22,12.57,603, , , , , 
2021-08-16 14:40:27,12.61,633, , , , , 
2021-08-16 14:40:32,12.57,611, , , , , 
2021-08-16 14:40:37,12.57,631, , , , , 
2021-08-16 14:40:42,12.61,634, , , , , 
2021-08-16 14:40:47,12.61,637, , , , , 
2021-08-16 14:40:52,12.61,638, , , , , 
2021-08-16 14:40:57,12.57,645, , , , , 
2021-08-16 14:41:02,12.61,647, , , , , 
2021-08-16 14:41:07,12.65,649, , , , , 
2021-08-16 14:41:12,12.61,653, , , , , 
2021-08-16 14:41:17,12.57,655, , , , , 
2021-08-16 14:41:22,12.57,657, , , , , 
2021-08-16 14:41:27,12.57,623, , , , , 
2021-08-16 14:41:32,12.61,627, , , , , 
2021-08-16 14:41:37,12.61,629, , , , , 
2021-08-16 14:41:42,12.61,645, , , , , 
2021-08-16 14:41:47,12.61,672, , , , , 
2021-08-16 14:41:52,12.61,681, , , , , 
2021-08-16 14:41:57,12.61,681, , , , , 
2021-08-16 14:42:02,12.57,684, , , , , 
2021-08-16 14:42:07,12.61,657, , , , , 
2021-08-16 14:42:12,12.57,693, , , , , 
2021-08-16 14:42:17,12.61,684, , , , , 
2021-08-16 14:42:22,12.57,690, , , , , 
2021-08-16 14:42:27,12.57,673, , , , , 
2021-08-16 14:42:32,12.57,689, , , , , 
2021-08-16 14:42:37,12.61,689, , , , , 
2021-08-16 14:42:42,12.61,694, , , , , 
2021-08-16 14:42:47,12.61,694, , , , , 
2021-08-16 14:42:52,12.57,694, , , , , 
2021-08-16 14:42:57,12.57,699, , , , , 
2021-08-16 14:43:02,12.61,700, , , , , 
2021-08-16 14:43:07,12.61,697, , , , , 
2021-08-16 14:43:12,12.57,696, , , , , 
2021-08-16 14:43:17,12.61,698, , , , , 
2021-08-16 14:43:22,12.57,700, , , , , 
2021-08-16 14:43:27,12.61,697, , , , , 
2021-08-16 14:43:32,12.57,705, , , , , 
2021-08-16 14:43:37,12.61,705, , , , , 
2021-08-16 14:43:42,12.57,697, , , , , 
2021-08-16 14:43:47,12.61,695, , , , , 
2021-08-16 14:43:52,12.65,694, , , , , 
2021-08-16 14:43:57,12.57,693, , , , , 
2021-08-16 14:44:02,12.61,693, , , , , 
2021-08-16 14:44:07,12.61,692, , , , , 
2021-08-16 14:44:12,12.57,693, , , , , 
2021-08-16 14:44:17,12.57,692, , , , , 
2021-08-16 14:44:22,12.61,691, , , , , 
2021-08-16 14:44:27,12.57,702, , , , , 
2021-08-16 14:44:32,12.61,700, , , , , 
2021-08-16 14:44:37,12.52,699, , , , , 
2021-08-16 14:44:42,12.65,693, , , , , 
2021-08-16 14:44:47,12.57,694, , , , , 
2021-08-16 14:44:52,12.61,693, , , , , 
2021-08-16 14:44:57,12.57,693, , , , , 
2021-08-16 14:45:02,12.61,692, , , , , 
2021-08-16 14:45:07,12.57,693, , , , , 
2021-08-16 14:45:12,12.61,690, , , , , 
2021-08-16 14:45:17,12.57,690, , , , , 
2021-08-16 14:45:22,12.57,695, , , , , 
2021-08-16 14:45:27,12.61,702, , , , , 
2021-08-16 14:45:32,12.61,696, , , , , 
2021-08-16 14:45:37,12.57,693, , , , , 
2021-08-16 14:45:42,12.57,700, , , , , 
2021-08-16 14:45:47,12.57,695, , , , , 
2021-08-16 14:45:52,12.57,696, , , , , 
2021-08-16 14:45:57,12.57,699, , , , , 
2021-08-16 14:46:02,12.61,701, , , , , 
2021-08-16 14:46:07,12.57,701, , , , , 
2021-08-16 14:46:12,12.52,698, , , , , 
2021-08-16 14:46:17,12.57,709, , , , , 
2021-08-16 14:46:22,12.61,710, , , , , 
2021-08-16 14:46:27,12.57,684, , , , , 
2021-08-16 14:46:32,12.57,660, , , , , 
2021-08-16 14:46:37,12.57,712, , , , , 
2021-08-16 14:46:42,12.57,677, , , , , 
2021-08-16 14:46:47,12.57,649, , , , , 
2021-08-16 14:46:52,12.57,682, , , , , 
2021-08-16 14:46:57,12.57,671, , , , , 
2021-08-16 14:47:02,12.52,711, , , , , 
2021-08-16 14:47:07,12.57,731, , , , , 
2021-08-16 14:47:12,12.57,726, , , , , 
2021-08-16 14:47:17,12.57,734, , , , , 
2021-08-16 14:47:22,12.61,732, , , , , 
2021-08-16 14:47:27,12.57,736, , , , , 
2021-08-16 14:47:32,12.61,735, , , , , 
2021-08-16 14:47:37,12.57,732, , , , , 
2021-08-16 14:47:42,12.52,732, , , , , 
2021-08-16 14:47:47,12.61,736, , , , , 
2021-08-16 14:47:52,12.57,733, , , , , 
2021-08-16 14:47:57,12.52,736, , , , , 
2021-08-16 14:48:02,12.57,739, , , , , 
2021-08-16 14:48:07,12.61,742, , , , , 
2021-08-16 14:48:12,12.57,741, , , , , 
2021-08-16 14:48:17,12.61,740, , , , , 
2021-08-16 14:48:22,12.57,743, , , , , 
2021-08-16 14:48:27,12.61,744, , , , , 
2021-08-16 14:48:32,12.57,748, , , , , 
2021-08-16 14:48:37,12.61,745, , , , , 
2021-08-16 14:48:42,12.61,744, , , , , 
2021-08-16 14:48:47,12.57,746, , , , , 
2021-08-16 14:48:52,12.52,745, , , , , 
2021-08-16 14:48:57,12.57,744, , , , , 
2021-08-16 14:49:02,12.57,734, , , , , 
2021-08-16 14:49:07,12.61,718, , , , , 
2021-08-16 14:49:12,12.61,721, , , , , 
2021-08-16 14:49:17,12.52,706, , , , , 
2021-08-16 14:49:22,12.61,697, , , , , 
2021-08-16 14:49:27,12.52,696, , , , , 
2021-08-16 14:49:32,12.57,700, , , , , 
2021-08-16 14:49:37,12.57,746, , , , , 
2021-08-16 14:49:42,12.57,741, , , , , 
2021-08-16 14:49:47,12.61,750, , , , , 
2021-08-16 14:49:52,12.61,740, , , , , 
2021-08-16 14:49:57,12.57,728, , , , , 
2021-08-16 14:50:02,12.57,725, , , , , 
2021-08-16 14:50:07,12.61,745, , , , , 
2021-08-16 14:50:12,12.57,734, , , , , 
2021-08-16 14:50:17,12.57,726, , , , , 
2021-08-16 14:50:22,12.57,743, , , , , 
2021-08-16 14:50:27,12.57,735, , , , , 
2021-08-16 14:50:32,12.57,751, , , , , 
2021-08-16 14:50:37,12.65,743, , , , , 
2021-08-16 14:50:42,12.57,733, , , , , 
2021-08-16 14:50:47,12.57,390, , , , , 
2021-08-16 14:50:52,12.61,857, , , , , 
2021-08-16 14:50:57,12.61,702, , , , , 
2021-08-16 14:50:59, , , ,Logged,Logged, , 
2021-08-16 14:51:01, , ,Logged, , , , 
2021-08-16 14:51:02,12.70,682, , , , , 
2021-08-16 14:51:06, , , , , ,Logged,Logged
