mass_A
t,x,y,v,a,L
1260.0,-75.05695064147172,-11.233567074316532,0.020642696606639248,0.001875951052454757,NaN
1263.3333333333333,-75.02246237937254,-11.317884949960977,0.015216856168379657,0.013782231472788273,NaN
1266.6666666666665,-74.96743158201474,-11.185843184881698,0.0607187523132878,0.00860448100747983,NaN
1270.0,-75.16850111504274,-11.695415072695518,0.08918885922213939,0.008662522259091657,NaN
1273.3333333333333,-75.19451330158032,-11.735364802846,0.02785082525104963,0.07319206444408433,NaN
1276.6666666666665,-75.14625902424882,-11.511079933632686,0.42587352472414197,0.03824365610889105,NaN
1280.0,-72.69230769230754,-13.076923076923059,0.43463456730709776,0.020804629691792878,NaN
1283.3333333333333,-72.74125655798976,-13.12719843433748,0.10951824580391223,0.07784649462426228,NaN
1286.6666666666665,-72.25061753226326,-13.658289923077376,0.03436779009441186,0.014887354533764554,NaN
1290.0,-72.56199961130014,-13.269894896164324,0.10477593159214485,0.015006558885585499,NaN
1293.3333333333333,-71.82329618771394,-14.210836205988869,0.07398006655056354,0.03083650159180028,NaN
1296.6666666666665,-72.2801422434397,-13.674620855079084,0.21760495925173484,0.008381664334690252,NaN
1300.0,-72.72280161098945,-13.07267114971718,0.02335262135596559,0.06419274698652362,NaN
1303.3333333333333,-72.15190878906125,-13.76290297877705,0.31342753262263934,0.02776433688265232,NaN
1306.6666666666665,-73.3494971004748,-15.06599339476697,0.27639709097288884,0.060114239009414455,NaN
1310.0,-73.3995227102682,-15.118929703022317,0.14584995106258913,0.11370432381610018,NaN
1313.3333333333333,-73.19970929496256,-14.105267060171776,0.45529025992734073,0.025671036067459976,NaN
1316.6666666666665,-71.15384615384599,-13.076923076923059,0.3100272113474208,0.031246274996751932,NaN
1320.0,-71.21236379655568,-13.537535752440839,0.1785284023597229,0.05083358171404018,NaN
1323.3333333333333,-71.17073209089583,-11.886853519394037,0.24524852629725613,0.02813822203849005,NaN
1326.6666666666665,-71.15177731093618,-11.903668514524348,0.1152137624142022,0.13780859211878752,NaN
1330.0,-71.490357724612,-12.585283465638426,0.6241839644857259,0.055859209953526855,NaN
1333.3333333333333,-72.69230769230754,-15.769230769230745,0.5585250557121736,0.06807119861909895,NaN
1336.6666666666665,-74.37619351637673,-14.938240498585024,0.02588543754201001,0.07475305954802375,NaN
1340.0,-72.75941734358705,-15.610244745022179,0.27325030530906375,0.04847430068227561,NaN
1343.3333333333333,-73.23974938574585,-16.361958026053593,0.15484490073210042,0.07652437999293708,NaN
1346.6666666666665,-72.30769230769215,-16.53846153846151,0.146414798240882,0.019896665406883413,NaN
1350.0,-73.54018382959828,-15.433245083793587,0.038959475436078805,0.0371208866034978,NaN
1353.3333333333333,-72.38077314192834,-16.289225145651635,0.3065967478571623,0.04239046545370155,NaN
1356.6666666666665,-71.99965650214611,-16.776607626858613,0.15222663360749486,0.029746571736108115,NaN
1360.0,-71.65189727827097,-16.9953758197045,0.11936616761381398,0.009842500617490443,NaN
1363.3333333333333,-71.43137889060844,-17.333669142945915,0.09521095383886718,0.011307065543636141,NaN
1366.6666666666665,-71.20778808297146,-17.448874992338368,0.05063980172233576,0.005101628718991206,NaN
1370.0,-71.27649923964535,-17.633644410602166,0.05936958425978756,0.006781817958254907,NaN
1373.3333333333333,-70.94097249257953,-17.741218774095067,0.10552465526336231,0.007283802596374127,NaN
1376.6666666666665,-70.68217021512093,-18.010051141391422,0.09601796212595651,0.002935543481774187,NaN
1380.0,-70.42951211172178,-18.126136388605595,0.10847478149068299,0.004941850201616086,NaN
1383.3333333333333,-70.08936279234175,-18.424233806845216,0.13810098051067987,0.004083836547025382,NaN
1386.6666666666665,-69.75483885788992,-18.752598796121866,0.13117376748125045,0.0014055497151101725,NaN
1390.0,-69.42655474692708,-18.994690968981452,0.13711592938640424,0.007351059422832849,NaN
1393.3333333333333,-69.03329571232902,-19.313816780949487,0.09656557144548387,0.011276647388952463,NaN
1396.6666666666665,-68.97381400569913,-19.452365796115323,0.04502285738440009,0.007044255071052964,NaN
1400.0,-68.85000960447537,-19.55150913552975,0.13843360057697748,0.007200915338520217,NaN
1403.3333333333333,-68.32953477265997,-20.113146742870576,0.1297331935325323,0.004762942929859519,NaN
1406.6666666666665,-68.21408648800346,-20.13771129170015,0.07754739459796636,0.011849227747751958,NaN
1410.0,-67.85694783696671,-20.322747860732726,0.08725905668379048,0.007766700065320063,NaN
1413.3333333333333,-67.70197354003946,-20.413658175898014,0.05036000879144436,0.0074035165196349745,NaN
1416.6666666666665,-67.74523410264341,-20.639350059128553,0.04687346097796156,0.004904701608928704,NaN
1420.0,-67.57061420251031,-20.697197524062155,0.0633912202840141,0.005517222547418227,NaN
1423.3333333333333,-67.3512886338023,-20.79233569093558,0.06128899811300027,0.0012955748304828265,NaN
1426.6666666666665,-67.22183193965857,-20.910034163023248,0.05314435285714473,0.0030544195577577636,NaN
1430.0,-67.04858743749527,-20.976448207267488,0.04821412563228199,0.002286191980433738,NaN
1433.3333333333333,-66.96935778153002,-21.108962391144097,0.04599407003885467,0.003796777925826531,NaN
1436.6666666666665,-66.87451015137341,-21.228871061841936,0.0682679758062159,0.0023319561987450014,NaN
1440.0,-66.65661429352433,-21.439606577991135,0.05136208521172114,0.002386881983950416,NaN
1443.3333333333333,-66.60651411452126,-21.442003424732626,0.035638609446255,0.001971637157476752,NaN
1446.6666666666665,-66.51271611197043,-21.628663892467863,0.054864018283377614,0.0012074261388731987,NaN
1450.0,-66.32108614332876,-21.670720149143683,0.03591856411730978,0.0018640487472529714,NaN
1453.3333333333333,-66.33550232892092,-21.789707287301276,0.03818022000943658,0.0020426380253063107,NaN
1456.6666666666665,-66.19433241245083,-21.89144952224928,0.050467246993931514,0.0034055702916497062,NaN
1460.0,-66.09103362895284,-22.02086204553381,0.02377176048144729,0.0030733338108257673,NaN
1463.3333333333333,-66.07367601285878,-21.994198914078943,0.025349556485801426,0.002255500123280974,NaN
1466.6666666666665,-65.92672524424557,-22.06039374595644,0.022606385659007393,0.003957672287390491,NaN
1470.0,-65.95210481645046,-22.083270337891626,0.011366808389686648,0.002910200298825397,NaN
1473.3333333333333,-65.99140510913854,-22.02091045992298,0.0023898745663636168,0.004156399547948827,NaN
1476.6666666666665,-65.93753912947997,-22.076813928114596,0.02344528491292,0.002128766341657038,NaN
1480.0,-65.86477160090243,-22.112530536074168,0.013294228088027897,0.001316373343176445,NaN
1483.3333333333333,-65.86444166115504,-22.126930948180934,0.025855865479594307,0.003005738872541063,NaN
1486.6666666666665,-65.73295358330866,-22.22359928556363,0.01195913093179727,0.0051821714399106445,NaN
1490.0,-65.8417100547655,-22.203349235474626,0.02421082971254148,0.004421119904478029,NaN
1493.3333333333333,-65.87337995363553,-22.144024288932734,0.014277710527055041,0.003610737948494675,NaN
1496.6666666666665,-65.8666951065477,-22.11150218154213,0.0037024984042843267,0.0021584453832213797,NaN
1500.0,-65.86146758731684,-22.122405733292588,0.0015497803704561206,7.352185554699314E-4,NaN
1503.3333333333333,-65.86816229435978,-22.12172934536087,0.0012771842443729013,0.003705231665660057,NaN
1506.6666666666665,-65.86959902056324,-22.11988035152026,0.020251156955738803,0.001980062967877973,NaN
1510.0,-65.93211087103283,-22.00282744410898,0.02221867873216727,0.0037641699823102704,NaN
1513.3333333333333,-65.95858497712804,-22.001464244484502,0.012925257745286845,0.006198597770503501,NaN
1516.6666666666665,-65.95400475221433,-22.086168001671943,0.020371662510849414,0.0028856729163244783,NaN
1520.0,-65.8656099346057,-22.10046066787337,0.017700258806048697,0.005984253404313839,NaN
