mass_A
t,x,y,v,a,L
0.000000000E0,3.750000000E0,-1.250000000E0,�,�,0.000000000E0
3.333333333E0,3.854971461E0,-1.382540728E0,1.878348856E-2,�,1.690741030E-1
6.666666667E0,3.624962850E0,-1.256824608E0,8.387237228E-2,1.205285498E-2,4.311971735E-1
1.000000000E1,3.750000000E0,-8.333333333E-1,8.560152823E-2,1.735566096E-2,8.727616062E-1
1.333333333E1,3.415817056E0,-7.258536956E-1,1.467460752E-1,2.447261816E-2,1.223803075E0
1.666666667E1,2.783782953E0,-6.800051458E-1,1.841807428E-1,9.148666084E-3,1.857497952E0
2.000000000E1,2.192364784E0,-6.217707945E-1,1.972554457E-1,5.922414038E-3,2.451776245E0
2.333333333E1,1.486516407E0,-4.645521575E-1,1.921815464E-1,9.486672320E-3,3.174921896E0
2.666666667E1,9.678580306E-1,-2.448317180E-1,1.862235551E-1,1.003818912E-2,3.738201207E0
3.000000000E1,3.980834906E-1,1.326179348E-1,2.333424338E-1,4.917538048E-3,4.421656594E0
3.333333333E1,-3.402936712E-1,5.970001926E-1,2.076476941E-1,1.508179091E-2,5.293924738E0
3.666666667E1,-7.154160000E-1,9.550868408E-1,1.189137004E-1,1.350545151E-2,5.812521700E0
4.000000000E1,-9.581306712E-1,1.093732205E0,1.167426423E-1,6.344041577E-3,6.092044416E0
4.333333333E1,-1.262071769E0,1.509066889E0,1.561735562E-1,1.240850905E-2,6.606712358E0
4.666666667E1,-1.530446878E0,1.963480527E0,1.834133261E-1,8.996982230E-3,7.134459413E0
5.000000000E1,-1.898868418E0,2.552916044E0,2.187101741E-1,3.391609370E-3,7.829562757E0
5.333333333E1,-2.435879578E0,3.106351218E0,2.049637386E-1,2.807063845E-2,8.600712210E0
5.666666667E1,-2.742349740E0,3.627930618E0,1.046452236E-1,2.033315181E-2,9.205665952E0
6.000000000E1,-3.132404870E0,3.145681427E0,7.898269183E-2,1.527055298E-1,9.825913714E0
6.333333333E1,-3.254125130E0,3.504066988E0,9.995878468E-1,7.814063719E-2,1.020440550E1
6.666666667E1,-8.084023199E0,7.605422685E0,9.497731322E-1,9.641497781E-2,1.654073203E1
7.000000000E1,-8.169911001E0,7.494932176E0,4.047073260E-2,9.201465784E-2,1.668067797E1
7.333333333E1,-7.951183237E0,7.370586104E0,5.047800300E-1,7.373756077E-2,1.693228040E1
7.666666667E1,-1.145614170E1,8.219680548E0,6.726926131E-1,8.792616363E-2,2.053862137E1
8.000000000E1,-1.237728517E1,6.648495336E0,4.894392647E-1,9.560018878E-2,2.235991988E1
8.333333333E1,-1.145616094E1,4.956752117E0,1.663082571E-1,6.747284790E-2,2.428617661E1
8.666666667E1,-1.217726150E1,5.557965936E0,1.025459896E-1,4.977649837E-2,2.522502914E1
9.000000000E1,-1.193755781E1,5.442159782E0,5.454897650E-2,3.480419087E-2,2.549124132E1
9.333333333E1,-1.217600282E1,5.921623601E0,3.560546218E-1,1.557570970E-1,2.602672389E1
9.666666667E1,-1.313412317E1,7.492201504E0,9.021116316E-1,9.281510358E-2,2.786648190E1
1.000000000E2,-6.666666667E0,8.333333333E0,9.371004005E-1,7.956495005E-2,3.438840619E1
1.033333333E2,-7.027238608E0,8.809459285E0,1.437793453E-1,2.758294062E-1,3.498565660E1
1.066666667E2,-7.281186030E0,9.068958058E0,6.674572973E-1,4.736807374E-2,3.534873910E1
1.100000000E2,-1.137229928E1,7.850077115E0,6.312415901E-1,5.161622873E-2,3.961756545E1
1.133333333E2,-1.137219358E1,8.082421314E0,1.552304291E-1,1.845926596E-1,3.984990967E1
1.166666667E2,-1.197609267E1,8.690546316E0,6.675483996E-1,4.850953128E-2,4.070694533E1
1.200000000E2,-1.083333333E1,1.250000000E1,6.507807714E-1,3.875834557E-2,4.468410969E1
1.233333333E2,-1.133989130E1,1.298218515E1,2.338014179E-1,1.243474420E-1,4.538346904E1
1.266666667E2,-1.163397207E1,1.383732900E1,5.994283979E-2,8.354073175E-2,4.628776683E1
1.300000000E2,-1.165980529E1,1.274270586E1,5.941612480E-1,6.090953006E-2,4.738269476E1
1.333333333E2,-1.553029141E1,1.455063867E1,4.874427863E-1,9.138288355E-2,5.165461282E1
1.366666667E2,-1.251816830E1,1.587690971E1,5.082398380E-1,6.923202625E-2,5.494579505E1
1.400000000E2,-1.274183399E1,1.647543708E1,1.616848255E-1,8.822888487E-2,5.558474838E1
1.433333333E2,-1.299591554E1,1.684315165E1,2.023943918E-1,8.207184904E-3,5.603170636E1
1.466666667E2,-1.334629395E1,1.768176527E1,2.429210565E-1,6.597440560E-2,5.694057260E1
