Urchin_Movement
t,x,y,v,a
0.0,0.0,-2.5,NaN,NaN
3.3333333333333286,-0.4405299834278935,-2.3807956364064466,0.05655423859353645,NaN
6.666666666666657,-0.21420589072035057,-2.189732142857139,0.10192777318850928,0.018579671124038303
10.0,-0.43952554141304745,-1.701277890850136,0.15650103859767603,0.0249320317009471
13.333333333333329,-0.2291494066666786,-1.1464989072519671,0.25075078656176064,0.02821882053578843
16.666666666666657,0.44233149406429106,-0.2811317205427457,0.2720686417917737,0.0828146542045903
20.0,1.0825179633782938,0.10624460342113196,0.6792384635974255,0.0489917849768697
23.33333333333333,1.5389327070557215,4.112337526078605,0.7153042230550124,0.1075184494698208
26.666666666666657,1.4301674934259978,4.8622502903447895,0.19516356428866993,0.18613901529353966
30.0,1.0791789980439717,2.8951839489071034,0.6025353325696587,0.02419063309930874
33.33333333333333,-0.5428638265075421,1.3633003289201184,0.3578833064048836,0.1299928322390599
36.66666666666666,-0.8906724743691825,1.549022699237753,0.32468403020994,0.09841465598238175
40.0,1.0085447780448646,2.8727546035517975,0.4017320682242831,0.018144264429594402
43.33333333333333,1.076809420150127,3.3661204098298754,0.29423180710921853,0.08777023402596605
46.66666666666667,1.8660104620934703,4.6369577895071075,0.03132941597624422,0.053364453496501395
50.0,0.9038674961798989,3.249010423271031,0.2637681258036436,0.01813715890631434
53.33333333333333,0.6108140474080841,3.405437170243843,0.017851360281535,0.04000546075370957
56.66666666666667,0.7851178335278917,3.2568638311708753,0.024666904974564047,0.0022574402499048536
60.0,0.5158148908138429,3.271207299985093,0.04491912273166233,0.036358533414467875
63.33333333333334,0.5185838020515519,3.3933790014217493,0.19924650755721998,0.021762076630927413
66.66666666666667,-0.43906725391858004,4.194574875555972,0.01592167223441209,0.031712384788471916
70.00000000000001,0.5325820433492652,3.4985963964037268,0.16430585102179526,0.010365249004219238
73.33333333333336,0.22880397123034868,3.3263648835762325,0.1410085150260795,0.019617366007122824
76.66666666666667,-0.016297562277642896,4.261772590614157,0.052791610319466956,0.03983531221427139
80.00000000000001,0.444971537392874,3.604098948646353,0.21581089715855475,0.02846022702238143
83.33333333333336,0.9131430940489054,3.16354179467929,0.1315731078595224,0.0248437505472166
86.66666666666667,1.0209397064682832,2.942540258998875,0.04115260140075393,0.04838792538384619
90.00000000000001,1.085506524789679,2.95009592058544,0.28943054168030524,0.039887558200750683
93.33333333333336,2.6893867026850415,3.911765434663536,0.09837402798963292,0.04485485037715329
96.66666666666667,0.4764768820321166,3.193389479285713,0.2754391652147236,0.054331999573287965
100.00000000000001,1.2410714285714164,2.7829440584486917,0.18083095930896878,0.03195724729191116
103.33333333333336,-0.2823134602976012,2.25660601768692,0.24606825826714254,0.02529555768474705
106.66666666666667,-0.14936736510260573,1.9124426231274754,0.17614770965639698,0.053757887964347495
110.00000000000001,0.7357068069597403,1.6712363466473192,0.14422217716083544,0.024970610000774426
113.33333333333336,0.8050906367382851,1.7964426908949065,0.07577837322289264,0.013260715358985785
116.66666666666667,0.9198063054671195,2.141686616916502,0.08283784759449318,0.010734953048717053
120.00000000000001,1.3149477345491363,2.0086415640572852,0.10571158365664053,0.021206205321589566
123.33333333333336,1.6224198007231934,2.196442696471806,0.04619453650635737,0.016550166817728366
126.66666666666667,1.014593303397973,2.0766767040019403,0.11122168957414627,0.025305209393858538
130.00000000000003,2.219376731773835,2.6362516821471047,0.24084544098944205,0.013576448688052875
133.33333333333337,2.596019887526893,2.354449634698966,0.06673573375516073,0.044716671715914764
136.66666666666669,2.136577963544269,2.19911929185875,0.07901428068012137,0.008727435697474322
140.0,2.0870148640629793,2.2188326923964325,0.07276916853312669,0.06486507560788399
143.33333333333337,1.9314764269580564,1.7594804258169319,0.4161429941817355,0.02201391102431374
146.66666666666669,-0.36805991536081706,3.5108366092098606,0.3427340805131799,0.11355090203486982
150.0,-0.00769207115068582,2.9679362725518104,0.5007056295260568,0.11354109009965954
153.33333333333337,2.5700431039285974,1.9265243922239819,0.5003663851915562,0.04886562791082479
156.66666666666669,3.253918477490501,2.268438243581471,0.21163621911097322,0.06263815048381909
160.0,3.7232142857142776,2.73945610490388,0.1217115967139694,0.06317067340774352
163.33333333333337,4.064780122849143,2.2982816099429755,0.20117176018678426,0.10171546105170874
166.66666666666669,2.6414767952130234,1.9466672964381928,0.6020416759080249,0.017821387046830037
170.0,0.10129161473622617,1.6659577278692836,0.3288966459499062,0.07615381740990516
173.33333333333337,0.4710152179805931,1.6355634619214783,0.06211406978776432,0.0645243408719395
176.66666666666669,0.5146700294334323,1.6416274938166993,0.02426848522082193,0.04438512616354028
180.0,0.6317487991966999,1.6171057240369322,0.2231824822536804,NaN
183.33333333333337,0.014337161175902224,3.0428639058803384,NaN,NaN
186.66666666666669,2.2771212891567814,NaN,NaN,NaN
190.0,2.142857142857139,1.0714285714285694,NaN,NaN
193.33333333333331,2.247710627282416,1.0722099578126887,0.03324845830750834,NaN
196.66666666666669,2.362196355537421,1.0394619569731987,0.03753500370475047,0.0012223506151531724
200.0,2.497943468668936,1.0717014664920157,0.02851190158538455,0.001871952080384382
203.33333333333331,2.5507683049286953,1.0633528941920645,0.021062452834338174,0.0033015658424709617
206.66666666666669,2.638300605957255,1.0757789639484514,0.012926295935646292,0.0023263395877579423
210.0,2.628340997270783,1.1008850245332553,0.0026778753707310545,0.0020943366230209114
213.33333333333331,2.6397442583929376,1.0935729998071793,0.006611371754759004,5.522022753112414E-4
216.66666666666669,2.6566337755634066,1.0670886360670693,0.004414680445100161,6.915852857932556E-4
220.0,2.663069939216271,1.1115203762793016,0.006639362552006946,0.001650321261366161
223.33333333333331,2.693220814656101,1.091999479695815,0.015078152875393568,0.002056231585619074
226.66666666666669,2.7456899813472404,1.0542630279901175,0.014214557825207875,9.643315394833628E-4
230.0,2.7666248752956477,1.0320661309739876,0.00866748921514854,0.0010395151384637981
233.33333333333331,2.8018649343763684,1.040724935282384,0.010398511461491502,0.0015824181040711499
236.66666666666669,2.8082595239518042,0.976637878523519,0.011047260966825564,8.830068201920491E-4
240.0,2.7861623961281765,0.968769962802881,0.005590140119477686,0.06180904409252612
243.33333333333331,2.802656720751358,0.9397938469115275,0.36231147164997896,0.029545777004413947
246.66666666666669,5.185375288536605,0.6895172958941629,0.010237886354801043,0.06115997701272854
250.0,2.8483813199320878,0.9904660791424789,0.35083960392683944,0.031550278929731224
253.33333333333331,2.862380484198397,0.9620827466630004,0.02743946799208437,0.06037996508200754
256.6666666666667,2.8445830747738086,0.8075757290298355,0.00930558918452559,0.0033882478262266817
260.0,2.8558831869172394,0.9003866616252907,0.011551836404496514,0.004066260625193775
263.3333333333333,2.8738798665526986,0.8787978008659678,0.006965017771491889,0.004832048687649323
266.6666666666667,2.8854306232888263,0.9362058527224235,0.011242226023914007,0.001565900705090133
270.0,2.8705185354107385,0.80392504104735,0.01767307268309625,0.0025700157700990207
273.3333333333333,2.88588591768918,0.8183862478701656,0.01463013012909119,0.0023214521921687005
276.6666666666667,2.8687265465709544,0.9014427784776018,0.0035435462182873897,6.813314884699869E-4
280.0,2.863171881895127,0.8248784750344527,0.006339880099979652,6.971230834333088E-4
283.3333333333333,2.8613006589835948,0.9430511879036771,0.013127160080522338,8.535057232519215E-4
286.6666666666667,2.8639250616181897,0.9123896344463986,0.009755407688019963,0.0024668212353229704
290.0,2.8643511608596555,0.8780867176068483,0.0019528670108980755,7.154902370060298E-4
293.33333333333337,2.8724621706786024,0.9025603372808604,0.009060245744622095,3.6770906931484404E-4
296.6666666666667,2.8580463613604934,0.8180150319946193,0.007945888159454956,3.8051469646799524E-4
300.0,2.862471037156439,0.8505384928141098,0.0021832230837452835,0.001331980722631639
303.33333333333337,2.865116511113598,0.8307372874531893,0.00426812126167123,0.0014528452453991087
306.6666666666667,2.8655129652003666,0.8222474190241229,0.005728758284378938,3.114455074950947E-4
310.0,2.868335820000567,0.7926814906324466,0.007670398907645063,1.8354249280597078E-4
313.33333333333337,2.872162890556666,0.7715456612244793,0.004329109614487423,0.0018586685543747813
316.6666666666667,2.8669752607900705,0.7638528476046673,0.004332980282569933,0.0015433669895131756
320.0,2.878520075034558,0.7997239883991796,0.009741274298273445,4.4202785120910835E-4
323.33333333333337,2.853929212921102,0.7002349118940714,0.0036747990914727017,0.0010953340680764146
